domain,agency,organization,city,state,expires,status
www.plymouth-ma.gov,Non-Federal Agency,Town of Plymouth,Plymouth,MA,31 Mar 19 04:41 EDT,Expires 1 month from now (31 Mar 19)
www.plymouthcountyma.gov,Non-Federal Agency,Plymouth County,Plymouth,MA,05 Mar 19 18:59 EST,Expires 2 weeks from now (05 Mar 19)
www.plymouthmn.gov,Non-Federal Agency,City of Plymouth,Plymouth,MN,07 Nov 19 07:00 EST,Expires 8 months from now (07 Nov 19)
www.pmf.gov,Office of Personnel Management,Presidential Management Fellows Program,Washington,DC,13 Aug 19 08:00 EDT,Expires 5 months from now (13 Aug 19)
www.pmi.gov,U.S. Agency for International Development,President's Malaria Initiative,Washington,DC,26 Mar 19 19:59 EDT,Expires 1 month from now (26 Mar 19)
www.pocomokemd.gov,Non-Federal Agency,City of Pocomoke,Pocomoke City,MD,28 Jan 20 08:40 EST,Error: x509: certificate signed by unknown authority
www.poconopa.gov,Non-Federal Agency,Pocono Township,Tannersville,PA,28 Apr 19 05:03 EDT,Expires 2 months from now (28 Apr 19)
www.polkcityia.gov,Non-Federal Agency,City of Polk City,Polk City,IA,30 Dec 19 07:00 EST,Expires 10 months from now (30 Dec 19)
www.pomfretct.gov,Non-Federal Agency,Town of Pomfret,Pomfret Center,CT,04 Apr 19 15:58 EDT,Expires 1 month from now (04 Apr 19)
www.pompey-ny.gov,Non-Federal Agency,TOWN OF POMPEY,MANLIUS,NY,22 Jan 21 07:00 EST,Expires 2 years from now (22 Jan 21)
www.poncacityok.gov,Non-Federal Agency,City of Ponca City,Ponca City,OK,12 Oct 19 19:59 EDT,Expires 7 months from now (12 Oct 19)
www.pooler-ga.gov,Non-Federal Agency,City of Pooler,Pooler,GA,14 Jun 20 10:12 EDT,Expires 1 year from now (14 Jun 20)
www.poolesvillemd.gov,Non-Federal Agency,Town of Poolesville,Poolesville,MD,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.poolsafely.gov,Consumer Product Safety Commission,US Consumer Product Safety Commission,Bethesda,MD,06 Jul 19 08:00 EDT,Expires 4 months from now (06 Jul 19)
www.poolsafety.gov,Consumer Product Safety Commission,US Consumer Product Safety Commission,Bethesda,MD,04 Sep 19 10:31 EDT,Expires 6 months from now (04 Sep 19)
www.poplarbluff-mo.gov,Non-Federal Agency,City of Poplar Bluff,Poplar Bluff,MO,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.poplarville.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.portagemi.gov,Non-Federal Agency,City of Portage,Portage,MI,12 Jul 19 19:59 EDT,Expires 4 months from now (12 Jul 19)
www.portagewi.gov,Non-Federal Agency,City of Portage,Portage,WI,22 Mar 19 09:21 EDT,Expires 1 month from now (22 Mar 19)
www.portal.edgarfiling.sec.gov,Securities and Exchange Commission,Office of Information Technologies / Network Engineerig,Washington,DC,28 Mar 20 08:00 EDT,Expires 1 year from now (28 Mar 20)
www.portalesnm.gov,Non-Federal Agency,City of Portales,Portales,NM,15 May 19 09:00 EDT,Expires 2 months from now (15 May 19)
www.portarthurtx.gov,Non-Federal Agency,City of Port Arthur,Port Arthur,TX,14 Oct 19 19:59 EDT,Expires 8 months from now (14 Oct 19)
www.portland.gov,Non-Federal Agency,City of Portland,Portland,OR,30 Apr 19 11:16 EDT,Expires 2 months from now (30 Apr 19)
www.portlandoregon.gov,Non-Federal Agency,City of Portland,Portland,OR,17 Mar 20 08:00 EDT,Expires 1 year from now (17 Mar 20)
www.portman.senate.gov,The Legislative Branch,US Senate,Washington,DC,10 Jan 21 07:00 EST,Expires 2 years from now (10 Jan 21)
www.poseycountyin.gov,Non-Federal Agency,Posey County,Mount Vernon,IN,13 Apr 19 19:59 EDT,Expires 1 month from now (13 Apr 19)
www.postalinspectors.uspis.gov,United States Postal Service,U.S. Postal Service,Arlington,VA,24 Apr 19 19:59 EDT,Expires 2 months from now (24 Apr 19)
www.pottertwp-pa.gov,Non-Federal Agency,Potter Township,Monaca,PA,19 Apr 19 12:47 EDT,Expires 2 months from now (19 Apr 19)
www.ppa-or.gov,Non-Federal Agency,Oregon State Data Center,Salem,OR,12 Apr 19 19:59 EDT,Expires 1 month from now (12 Apr 19)
www.prattvilleal.gov,Non-Federal Agency,City of Prattville,Prattville,AL,08 May 19 20:14 EDT,Expires 2 months from now (08 May 19)
www.prc.gov,Postal Regulatory Commission,Postal Regulatory Commission,Washington,DC,03 Jun 19 14:59 EDT,Expires 3 months from now (03 Jun 19)
www.predictiveservices.nifc.gov,Department of the Interior,National Interagency Fire Center,Boise,ID,27 Sep 19 08:00 EDT,Expires 7 months from now (27 Sep 19)
www.prepare.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,16 Apr 20 13:51 EDT,Expires 1 year from now (16 Apr 20)
www.presidentialdocuments.gov,Government Publishing Office,U.S. Government Publishing Office,Washington,DC,30 Jan 20 07:00 EST,Expires 11 months from now (30 Jan 20)
www.presidentialinnovationfellows.gov,General Services Administration,General Service Administration,Washington,DC,19 Apr 19 01:31 EDT,Expires 2 months from now (19 Apr 19)
www.presidentialserviceawards.gov,Corporation for National & Community Service,Corporation for National & Community Service,Washington,DC,20 Jun 19 08:00 EDT,Expires 4 months from now (20 Jun 19)
www.presidio.gov,Presidio Trust,Presidio Trust,San Francisco,CA,10 Oct 20 16:34 EDT,Expires 2 years from now (10 Oct 20)
www.prestoncountywv.gov,Non-Federal Agency,Preston County Commission,Kingwood,WV,11 Apr 19 08:44 EDT,Expires 1 month from now (11 Apr 19)
www.pretrialservices.gov,Court Services and Offender Supervision,Pretrial Services Agency for the District of Columbia,Washington,DC,19 Aug 19 08:00 EDT,Expires 6 months from now (19 Aug 19)
www.priestriver-id.gov,Non-Federal Agency,City of Priest River,Priest River,ID,14 May 19 03:42 EDT,Expires 2 months from now (14 May 19)
www.privacy.uscourts.gov,U.S. Courts,U.S. Courts,Washington,DC,06 Nov 19 07:00 EST,Expires 8 months from now (06 Nov 19)
www.projectsafechildhood.gov,Department of Justice,U.S. Department of Justice,Potomac,MD,21 Jun 20 13:08 EDT,Expires 1 year from now (21 Jun 20)
www.projectsafeneighborhoods.gov,Department of Justice,Justice Data Center,Rockville,MD,04 Feb 21 13:29 EST,Expires 2 years from now (04 Feb 21)
www.promotions.usa.gov,General Services Administration,Office of Citizen Services and Communications,Washington,DC,04 Mar 19 17:44 EST,Expires 2 weeks from now (04 Mar 19)
www.protecciondelconsumidor.gov,Federal Trade Commission,Federal Citizen Information Center/OCSC,Washington,DC,28 Sep 19 08:00 EDT,Expires 7 months from now (28 Sep 19)
www.protectkidsonlinewi.gov,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,27 Jul 19 14:04 EDT,Error: x509: certificate signed by unknown authority
www.providenceri.gov,Non-Federal Agency,City of Providence,Providence,RI,05 Mar 19 20:27 EST,Expires 2 weeks from now (05 Mar 19)
www.prp-dev.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,,dial tcp 167.7.51.60:443: i/o timeout
www.prp-test.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.psa.gov,Court Services and Offender Supervision,Court Services and Offender Supervision Agency,Washington,DC,19 Aug 19 08:00 EDT,Expires 6 months from now (19 Aug 19)
www.psbtraining-dev.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,,dial tcp 167.7.51.60:443: i/o timeout
www.psbtraining-test.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.psbtraining.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.psc-dev.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,,dial tcp 167.7.51.60:443: i/o timeout
www.psc-test.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.psc.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.psc.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.pshs.virginia.gov,Non-Federal Agency,Commonwealth of Virginia,Chester,VA,31 Jul 19 08:00 EDT,Expires 5 months from now (31 Jul 19)
www.psob.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",Potomac,MD,24 Oct 19 08:00 EDT,Expires 8 months from now (24 Oct 19)
www.psychologyboard.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.publiccorruption.moreland.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,16 Apr 20 13:51 EDT,Expires 1 year from now (16 Apr 20)
www.pullman-wa.gov,Non-Federal Agency,City of Pullman,Pullman,WA,26 May 19 08:00 EDT,Error: x509: certificate signed by unknown authority
www.purchasingforum.ogs.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,13 Mar 20 14:26 EDT,"Error: x509: certificate is valid for bsc.ogs.ny.gov, govbuy.ogs.ny.gov, locallaws.dos.ny.gov, nyspro.ogs.ny.gov, nysstore.com, parking.ogs.ny.gov, purchasingforum.ogs.ny.gov, summer.empirestateplaza.org, summerstageinharlem.org, tracs.troopers.ny.gov, vehicles.nyspro.ogs.ny.gov, winter.empirestateplaza.org, not www.purchasingforum.ogs.ny.gov"
www.purvis-ms.gov,Non-Federal Agency,City of Purvis,Purvis,MS,13 Mar 19 19:59 EDT,Expires 3 weeks from now (13 Mar 19)
www.putnamcountyohio.gov,Non-Federal Agency,Putnam County Commissioneers,Ottawa,OH,06 May 19 11:42 EDT,Expires 2 months from now (06 May 19)
www.putnamcountytn.gov,Non-Federal Agency,Putnam County Tennessee,Cookeville,TN,28 Jul 19 08:00 EDT,Expires 5 months from now (28 Jul 19)
www.pwsd.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.qart.gov,Director of National Intelligence,Office of the Director of National Intelligence,Washington,DC,03 Oct 19 08:00 EDT,Expires 7 months from now (03 Oct 19)
www.qpp.cms.gov,Department of Health and Human Services,Centers for Medicare & Medicaid Services,Baltimore,MD,02 May 20 08:00 EDT,Expires 1 year from now (02 May 20)
www.qtribe-nsn.gov,Indian Affairs,Qawalangin Tribe of Unalaska,Unalaska,AK,25 Mar 19 10:20 EDT,Expires 1 month from now (25 Mar 19)
www.qualitypaymentprogram.cms.gov,Department of Health and Human Services,Centers for Medicare & Medicaid Services,Baltimore,MD,02 May 20 08:00 EDT,Expires 1 year from now (02 May 20)
www.quaycounty-nm.gov,Non-Federal Agency,Quay County,Tucumcari,NM,31 Jan 19 12:46 EST,Expired 2 weeks ago (31 Jan 19)
www.quincyil.gov,Non-Federal Agency,City of Quincy,Quincy,IL,21 Nov 20 11:13 EST,Expires 2 years from now (21 Nov 20)
www.radfordva.gov,Non-Federal Agency,City of Radford,Radford,VA,09 Oct 19 19:59 EDT,Expires 7 months from now (09 Oct 19)
www.ramona-nsn.gov,Indian Affairs,Ramona Band of Cahuilla Mission Indians,Anza,CA,30 Apr 19 21:41 EDT,Expires 2 months from now (30 Apr 19)
www.ranchomirageca.gov,Non-Federal Agency,City of Rancho Mirage,Rancho Mirage,CA,13 Jan 20 01:22 EST,Expires 11 months from now (13 Jan 20)
www.randolph-ma.gov,Non-Federal Agency,Town of Radolph Massachusetts,Randolph,MA,28 Apr 19 05:06 EDT,Expires 2 months from now (28 Apr 19)
www.ratonnm.gov,Non-Federal Agency,City of Raton,Raton,NM,12 Oct 19 19:59 EDT,Expires 7 months from now (12 Oct 19)
www.raymondnh.gov,Non-Federal Agency,"Town of Raymond, NH",Raymond,NH,22 Apr 19 19:59 EDT,Expires 2 months from now (22 Apr 19)
www.reachnj.gov,Non-Federal Agency,NJ Office of Information Technology,Trenton,NJ,10 Jul 19 08:00 EDT,Error: x509: certificate signed by unknown authority
www.readingma.gov,Non-Federal Agency,TOWN OF READING,READING,MA,28 Apr 19 05:32 EDT,Expires 2 months from now (28 Apr 19)
www.readingtontwpnj.gov,Non-Federal Agency,Readington Township,Whitehouse Station,NJ,28 Apr 19 01:05 EDT,Expires 2 months from now (28 Apr 19)
www.readyalabama.gov,Non-Federal Agency,Governor's Office of Faith-Based and Community Initiatives,Montgomery,AL,21 Apr 19 19:59 EDT,Expires 2 months from now (21 Apr 19)
www.readynh.gov,Non-Federal Agency,"State of New Hampshire, Dept of Information Technology",Concord,NH,13 Mar 21 11:51 EST,Expires 2 years from now (13 Mar 21)
www.readysouthtexas.gov,Non-Federal Agency,City of San Antonio,San Antonio,TX,22 Aug 20 10:12 EDT,Expires 2 years from now (22 Aug 20)
www.reaganlibrary.gov,National Archives and Records Administration,Policy and Planning,College Park,MD,15 Sep 19 11:29 EDT,Expires 7 months from now (15 Sep 19)
www.realid.ilsos.gov,Non-Federal Agency,Illinois Secretary of State,Springfield,IL,13 Feb 21 09:37 EST,Expires 2 years from now (13 Feb 21)
www.realpropertyprofile.gov,General Services Administration,General Services Administration ,Washington,DC,27 Jun 20 19:59 EDT,Expires 1 year from now (27 Jun 20)
www.rec.brentwoodnh.gov,Non-Federal Agency,Town of Brentwood,Brentwood,NH,07 May 19 03:27 EDT,Expires 2 months from now (07 May 19)
www.recalls.gov,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,06 Jul 19 08:00 EDT,Expires 4 months from now (06 Jul 19)
www.recoveryclearinghouse.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,,dial tcp: lookup www.recoveryclearinghouse.energy.gov: no such host
www.recoverymonth.gov,Department of Health and Human Services,SAMHSA,Rockville,MD,24 Jun 20 15:33 EDT,Expires 1 year from now (24 Jun 20)
www.recreation.brentwoodnh.gov,Non-Federal Agency,Town of Brentwood,Brentwood,NH,07 May 19 03:27 EDT,Expires 2 months from now (07 May 19)
www.recreation.gov,U.S. Department of Agriculture,Department of Agriculture,Ogden,UT,29 Jun 20 12:06 EDT,Expires 1 year from now (29 Jun 20)
www.redbanktn.gov,Non-Federal Agency,City of Red Bank,Red Bank,TN,29 Nov 19 18:59 EST,Expires 9 months from now (29 Nov 19)
www.reed.senate.gov,The Legislative Branch,US Senate,Washington,DC,10 Jan 21 07:00 EST,Expires 2 years from now (10 Jan 21)
www.refund.myra.gov,Department of the Treasury,Department of the Treasury - FS,Washington,DC,31 Dec 69 19:00 EST,Error: dial tcp: lookup www.refund.myra.gov: no such host
www.reginfo.gov,General Services Administration,Regulatory Information Service Center (RISC),Washington,DC,17 Sep 19 08:00 EDT,Expires 7 months from now (17 Sep 19)
www.regionalcouncils.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,13 Mar 20 12:41 EDT,"Error: x509: certificate is valid for regionalcouncils.ny.gov, *.ny.gov, not www.regionalcouncils.ny.gov"
www.registertovotenv.gov,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,15 Feb 21 10:48 EST,Error: x509: certificate signed by unknown authority
www.regulatorystaff-dev.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,,dial tcp 167.7.51.60:443: i/o timeout
www.regulatorystaff-test.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.regulatorystaff.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.reid.senate.gov,The Legislative Branch,US Senate,Washington,DC,,dial tcp: lookup www.reid.senate.gov: no such host
www.relocatefeds.gov,Environmental Protection Agency,Federal Employee Relocation Center,Cincinnati,OH,08 Apr 20 08:00 EDT,Expires 1 year from now (08 Apr 20)
www.remote.cityoffarmersville-ca.gov,Non-Federal Agency,City of Farmersville,Farmersville,CA,,dial tcp: lookup www.remote.cityoffarmersville-ca.gov: no such host
www.renotx.gov,Non-Federal Agency,City of Reno,Reno,TX,15 Apr 19 11:55 EDT,Expires 1 month from now (15 Apr 19)
www.rentonwa.gov,Non-Federal Agency,City of Renton,Renton,WA,31 May 20 08:00 EDT,Expires 1 year from now (31 May 20)
www.reportband.gov,Department of the Interior,USGS Bird Banding Laboratory,Laurel,MD,29 Jan 20 07:00 EST,Expires 11 months from now (29 Jan 20)
www.reporting.gov,General Services Administration,GSA Office of Government-wide Policy,Washington,DC,20 Aug 20 19:59 EDT,Expires 2 years from now (20 Aug 20)
www.republican.senate.gov,The Legislative Branch,US Senate,Washington,DC,02 May 19 08:00 EDT,Expires 2 months from now (02 May 19)
www.republicanleader.gov,The Legislative Branch,US House of Representatives,Washington,DC,19 Apr 20 08:00 EDT,Expires 1 year from now (19 Apr 20)
www.republicans.senate.gov,The Legislative Branch,US Senate,Washington,DC,02 May 19 08:00 EDT,Expires 2 months from now (02 May 19)
www.republicanwhip.gov,The Legislative Branch,US House of Representatives,Washington,DC,19 Apr 20 08:00 EDT,Expires 1 year from now (19 Apr 20)
www.republicmo.gov,Non-Federal Agency,"City of Republic, Missouri",Republic,MO,17 Dec 19 18:59 EST,Expires 10 months from now (17 Dec 19)
www.restore.virginia.gov,Non-Federal Agency,Commonwealth of Virginia,Chester,VA,31 Jul 19 08:00 EDT,Expires 5 months from now (31 Jul 19)
www.rheacountytn.gov,Non-Federal Agency,Rhea County Sheriff's Department,Dayton,TN,09 Apr 19 23:10 EDT,Expires 1 month from now (09 Apr 19)
www.rhinebeckny.gov,Non-Federal Agency,Town of Rhinebeck,Rhinebeck,NY,20 Mar 19 06:52 EDT,Expires 1 month from now (20 Mar 19)
www.ri.gov,Non-Federal Agency,State of Rhode Island,Providence,RI,24 Sep 20 08:00 EDT,Expires 2 years from now (24 Sep 20)
www.ricetx.gov,Non-Federal Agency,City of Rice,Rice,TX,07 Apr 19 19:59 EDT,Expires 1 month from now (07 Apr 19)
www.richfieldwi.gov,Non-Federal Agency,Town of Richfield,Hubertus,WI,09 Oct 19 19:59 EDT,Expires 7 months from now (09 Oct 19)
www.richlands-va.gov,Non-Federal Agency,Town of Richlands,Richlands,VA,,read tcp 192.168.1.211:57276->162.252.214.50:443: read: connection reset by peer
www.richlandsnc.gov,Non-Federal Agency,Town of Richlands,Richlands,NC,09 May 19 19:59 EDT,Expires 2 months from now (09 May 19)
www.richmondhill-ga.gov,Non-Federal Agency,"City of Richmond Hill, Georgia",Richmond Hill ,GA,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.richwoodtx.gov,Non-Federal Agency,City of Richwood,Richwood,TX,10 May 19 08:50 EDT,Expires 2 months from now (10 May 19)
www.ricocolorado.gov,Non-Federal Agency,Town of Rico,Rico,CO,17 Apr 19 03:50 EDT,Expires 1 month from now (17 Apr 19)
www.rileycountyks.gov,Non-Federal Agency,Riley County,Manhattan,KS,11 Feb 20 18:59 EST,Expires 1 year from now (11 Feb 20)
www.rincon-nsn.gov,Indian Affairs,Rincon Band of Luiseno Indians,Valley Center,CA,11 Apr 19 21:22 EDT,Expires 1 month from now (11 Apr 19)
www.ripley.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.riverdalega.gov,Non-Federal Agency,City of Riverdale,Riverdale,GA,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
